Title,Available Globally?,Release Date,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description
Quicksand: Limited Series // Störst av allt: Miniserie,Yes,2019-04-05,8000000,,,,,
Restless // Sans répit,Yes,2022-02-25,8000000,5273.0,5.8,"['Action', 'Crime', 'Thriller']","police officer,police,criminal,accident,car","After going to extremes to cover up an accident, a corrupt cop&apos;s life spirals out of control when he starts receiving threats from a mysterious witness."
Ricky Zoom: Season 1,No,,8000000,,,,,
Rise of the Teenage Mutant Ninja Turtles: Season 1,No,,8000000,6683.0,6.2,"['Animation', 'Action', 'Adventure']","masked hero,the future,superhero,turtle,force","When a mysterious stranger arrives from the future with a dire warning, Leo is forced to rise and lead his brothers, Raph, Donnie, and Mikey in a fight to save the world from a terrifying alien species."
Secret Obsession,Yes,2019-07-18,8000000,23460.0,4.5,"['Crime', 'Drama', 'Mystery']","obsession,bare chested male,violence","Recuperating from trauma, Jennifer remains in danger as she returns to a life she doesn&apos;t remember."
Snowpiercer: Season 3,No,2022-01-25,8000000,,,,,
Supergirl: Season 4,No,,8000000,,,['Talk-Show'],,
The Blind Side,No,,8000000,354718.0,7.6,"['Biography', 'Drama', 'Sport']","nfl,singing in a car,american football sport,christian school,absent father","The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family."
The End of the F***ing World: Season 1,Yes,2018-01-05,8000000,,,['Documentary'],"formula 1,f1,motorsport,season review,year in title",
The I-Land: Limited Series,Yes,2019-09-12,8000000,,,"['Short', 'Comedy']",,
The Last Kids on Earth: Book 3,Yes,2020-10-16,8000000,8.0,4.8,,,
Trash Truck: Season 1,Yes,2020-11-10,8000000,,,"['News', 'Talk-Show']","reference to disney,reference to marvel,reference to marvel cinematic universe,reference to secret invasion,reference to emilia clarke",Secret Invasion Season 1 Episode 6 review finale of Marvel&apos;s latest Disney+ MCU show. The final episode features Samuel L Jackson as Nick Fury who goes to a hospital. Emilia Clarke as G&apos;iah takes of Gravik as they turn into ultima...
"Web of Make Believe: Death, Lies and the Internet: Season 1",Yes,2022-06-15,8000000,2358.0,6.5,"['Documentary', 'Crime']","crime documentary,internet,swatting,internet crime,social documentary","Conspiracy. Fraud. Violence. Murder. What starts out virtual can get real all too quickly--and when the web is worldwide, so are the consequences."
Arrival (2016),No,,7900000,746654.0,7.9,"['Drama', 'Mystery', 'Sci-Fi']","linguistics,alien contact,nonlinear timeline,linguist,first contact",A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecraft appear around the world.
Clueless (1995),No,,7900000,238800.0,6.9,"['Comedy', 'Romance']","high school,popularity,los angeles california,modern day adaptation,fashion","Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school&apos;s pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other."
Collateral: Limited Series,Yes,2018-03-09,7900000,,,,,
Dali & Cocky Prince: Season 1 // 달리와 감자탕: 시즌 1,No,,7900000,415.0,6.9,"['Comedy', 'Drama', 'Romance']",village,
EDENS ZERO: Season 1,Yes,2021-04-10,7900000,4753.0,8.5,"['Action', 'Drama', 'Thriller']","revenge,based on manhwa,adaptation,youth,school bullying","Yeon Shi-eun is a model student, who ranks at the top at his school. Physically, he appears like a weak boy, but, by using his smarts, tools, and psychology, he fights against violence that takes place inside and outside of his sc..."
Extinction,Yes,2018-07-27,7900000,56448.0,5.8,"['Action', 'Drama', 'Sci-Fi']","reference to stephen hawking,invasion,massacre,electromagnetic pulse,gunfight","A father has a recurring dream of losing his family. His nightmare turns into reality when the planet is invaded by a force bent on destruction. Fighting for their lives, he comes to realize an unknown strength to keep them safe f..."
Father Stu,No,,7900000,27783.0,6.5,"['Biography', 'Drama']","priest,self destruction,redemption,road of life,catholic",
Gigantosaurus: Season 2,No,,7900000,,,,,
Graceful Family: Season 1 // 우아한 가: 시즌1,No,,7900000,105.0,8.0,"['Short', 'Drama']",,A behind the scenes look at the new agents of NCIS.
Greenhouse Academy: Season 1,Yes,2017-09-08,7900000,6780.0,6.6,"['Drama', 'Family', 'Mystery']","astronaut,school","Almost a year after their astronaut mother&apos;s tragic death, brother and sister Alex and Hayley Woods start to attend an elite boarding school for future leaders, but they soon realize that that everything is not as it seems."
In Good Hands // Sen Yaşamaya Bak,Yes,2022-03-21,7900000,,,"['Short', 'Thriller']",,"In search of his honor, a shamed police officer tracks two street kids after he witnesses them commit petty larceny."
Into the Night: Season 1,Yes,2020-05-01,7900000,13353.0,6.4,"['Action', 'Comedy', 'Crime']","airport,chase,cameo appearance,beach,adulterous wife",
Megamind,No,,7900000,287459.0,7.3,"['Animation', 'Action', 'Comedy']","superhero,prison,super villain,transformation,faked death","Evil genius Megamind finally defeats his do-gooder nemesis, Metro Man, but is left without a purpose in a superhero-free world."
Salt (2010),No,,7900000,326666.0,6.4,"['Action', 'Thriller']","spy,russian,secret agent,one woman army,strong female lead",A CIA agent goes on the run after a defector accuses her of being a Russian spy.
The Girl in the Mirror: Season 1 // Alma: Temporada 1,Yes,2022-08-19,7900000,95.0,3.9,"['Horror', 'Thriller']",house,
The Most Beautiful Flower: Season 1 // La flor más bella: Season 1,Yes,2022-12-07,7900000,30.0,5.7,,independent film,
The Playing Card Killer: Limited Series // Baraja: La firma del asesino: Miniserie,No,2023-06-09,7900000,757.0,6.2,"['Documentary', 'Crime', 'History']","tv mini series,2000s,year 2003,timeframe 2000s,true crime",A playing card left at a murder scene connects a string of killings in this docuseries tracking a notorious serial killer who terrorized Spain in 2003.
The Ranch: Part 8,Yes,2020-01-24,7900000,42291.0,4.5,"['Adventure', 'Horror', 'Thriller']","friday the thirteenth,manhattan new york city,boat,hockey mask,anchor","Jason Voorhees is accidentally awakened from his watery grave, and he ends up stalking a ship full of graduating high school students headed to Manhattan, NY."
The Silent Sea: Season 1 // 고요의 바다: 시즌 1,Yes,2021-12-24,7900000,,,['Short'],,A group of nine people (three women and six men) are seen standing close together as they undergo a wave of intense emotion that threatens to overwhelm them. Color video on LCD flat panel mounted on wall.
Above Suspicion (2019),No,,7800000,8174.0,5.7,"['Action', 'Biography', 'Crime']","sex scene,murder,drugs,cheating,pikeville kentucky",The true-crime story leading to the first-ever conviction of an F.B.I. Agent for murder.
Always Be My Maybe,Yes,2019-05-31,7800000,61464.0,6.8,"['Comedy', 'Romance']","asian man black woman relationship,celebrity,cooking,reference to john wick,reference to movie speed","Everyone assumed that Sasha and Marcus would wind up together, except for Sasha and Marcus. Reconnecting after 15 years, the two start to wonder--maybe?"
Aquí no hay quien viva (2003): Temporada 6,No,,7800000,4576.0,8.1,"['Comedy', 'Romance']","hatred,sitcom,sitcom comedy,dating,marriage",
Arrested Development: Season 4 Remix: Fateful Consequences,No,2018-05-03,7800000,,,,,
BoJack Horseman: Season 5,Yes,2018-09-14,7800000,,,['Comedy'],,Drake analyses the sad horse show.
Captain Phillips,No,,7800000,484741.0,7.8,"['Action', 'Biography', 'Crime']","ship,hostage,hijacking,somalia,lifeboat","The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years."
Casados con hijos (2005): Season 2,No,,7800000,1801.0,7.6,['Comedy'],"sitcom comedy,remake,teenage daughter,implied sex,mother son relationship",
Faraaz // फ़राज़,No,,7800000,1789.0,5.0,"['Action', 'Thriller']",hostage,"Based on the real-life terrorist attack that ravaged a Dhaka cafe, Faraaz is a tense hostage drama that unfolds over one claustrophobic night."
Fear Street Part 1: 1994,Yes,2021-07-02,7800000,91744.0,6.2,"['Drama', 'Horror', 'Mystery']","lesbian character,witch,year 1994,ex girlfriend ex girlfriend relationship,murder",A circle of teenage friends accidentally encounter the ancient evil responsible for a series of brutal murders that have plagued their town for over 300 years. Welcome to Shadyside.
Good Will Hunting,No,,7800000,1034305.0,8.3,"['Drama', 'Romance']","professor,genius,mathematical genius,loss of wife,friend","Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life."
Heart Signal: Season 4 // 하트시그널: 시즌4,No,,7800000,,,,,
Hellhole // Ostatnia wieczerza,Yes,2022-10-26,7800000,7370.0,5.8,"['Horror', 'Mystery']","1980s,year 1987,monastery,monk,exorcism",
Hereditary,No,,7800000,363572.0,7.3,"['Drama', 'Horror', 'Mystery']","anaphylaxis,decapitation,miniature art,psychological horror,cult",
Léon: The Professional,No,,7800000,1221513.0,8.5,"['Action', 'Crime', 'Drama']","hitman,killer child,revenge,loss of family,assassin",
Mako Mermaids: An H2O Adventure: Season 3,No,2015-05-29,7800000,4545.0,6.8,"['Adventure', 'Comedy', 'Drama']","supernatural power,human mermaid relationship,falling in love with a mermaid,pretty girl,australian","A young man is magically turned a merman, and discovers his underwater origins, after he comes in contact with the magic waters at the mysterious Mako Island guarded by a trio of mermaids."
Mixed by Erry,Yes,2023-05-31,7800000,4639.0,7.1,"['Comedy', 'History']","mix tape,italian mafia,meet cute,buried treasure,younger version of character",
Numberblocks: Season 6,No,,7800000,,,,,
Revolutionary Love: Season 1 // 변혁의 사랑: 시즌1,Yes,,7800000,22.0,8.5,['Short'],,
Safe House (2012),No,,7800000,,,,,
Shaft,No,2019-06-28,7800000,79974.0,6.0,"['Action', 'Crime', 'Thriller']","fourth part,uncle nephew relationship,blaxploitation,based on novel,title spoken by character",New York City police detective John Shaft (nephew of the original 1970s detective) goes on a personal mission to make sure the son of a real estate tycoon is brought to justice after a racially-motivated murder.
Teenage Bounty Hunters: Season 1,Yes,2020-08-14,7800000,,,"['Documentary', 'Short']","year 1949,1940s,20th century",
The Last Empress // 황후의 품격,No,,7800000,112.0,6.4,"['Drama', 'History']","f rated,china",The tragic life of the last empress Wan Rong in imperial palace.
The Law of the Jungle: Season 1 // La ley de la selva: Season 1,No,2023-03-15,7800000,11869.0,8.4,['Short'],,
The Main Event,Yes,2020-04-10,7800000,3177.0,5.5,"['Comedy', 'Romance', 'Sport']","boxing sport,sex scene,parody comedy,executive,washed up boxer",A bankrupt entrepreneur attempts to recoup some of her losses by getting a washed-out boxer she picked up as a tax loss back into the ring - an idea her protégé isn&apos;t fond of.
Train to Busan // 부산행,No,,7800000,247550.0,7.6,"['Action', 'Horror', 'Thriller']","train,zombie,father daughter relationship,survival,zombie apocalypse","While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan."
Unit 42: Season 1 // Unité 42: Saison 1,No,2019-06-14,7800000,8.0,9.4,"['Short', 'Drama']",,A behind the scenes look at Season 12 of Criminal Minds.
Yara,Yes,2021-11-05,7800000,6109.0,6.3,"['Crime', 'Drama', 'Thriller']","murder,investigation,prosecutor,female prosecutor,rhythmic gymnastics",A determined prosecutor becomes consumed with the case of a missing 13-year-old and goes to extreme lengths to get to the truth. Based on a real case.
Young Royals: Season 2,Yes,2022-11-01,7800000,10.0,7.7,['Sport'],"year in title,2010s,1990s,2000s,number in title",A review of Arsenal&apos;s 2006/2007 football season.
Afterlife of the Party,Yes,2021-09-02,7700000,10353.0,5.8,"['Comedy', 'Drama', 'Fantasy']","party,birthday,joke,friend,girl","During her birthday week, a young female party planner unfortunately dies. Now she must assist a specific selection of people who were in her life in order to move herself to the Above (or Heaven)."
Black and Blue (2019),No,,7700000,26000.0,6.4,"['Action', 'Thriller']","color in title,rookie cop,african american,black cop,police officer",
Brainchild: Season 1,Yes,2018-11-02,7700000,,,,,
Country Comfort: Season 1,Yes,2021-03-19,7700000,208.0,5.4,"['Family', 'Musical', 'Animation']","spanking,garden,cartoon rabbit,vegetable patch,playing hooky",
Encounter // 남자친구,No,,7700000,10766.0,5.9,"['Drama', 'Sci-Fi', 'Thriller']","ptsd,marine,hallucinate,journey,brother brother relationship","Two brothers embark on a journey with their father, who is trying to protect them from an alien threat."
Go Karts,Yes,2020-03-13,7700000,3506.0,5.9,"['Family', 'Sport']","small town,go kart,single mother,championship,racing",A thrilling family film about a boy who must overcome tremendous odds and his own recklessness to achieve his dream of winning the National Go Kart Championship.
Homemade Love Story // 오! 삼광빌라!,No,,7700000,55.0,7.5,"['Comedy', 'Drama', 'Romance']",,Three families live under one roof at a boarding house called Samkwang Villa. Soon Jung&apos;s family lives a pure and simple life and doesn&apos;t have a lot of money. Jung Ho&apos;s family is rich but is far from peaceful. Jung Won&apos;s family lo...
I Care a Lot,No,2021-02-19,7700000,142135.0,6.4,"['Comedy', 'Crime', 'Drama']","elder abuse,judge,safety deposit box,drugged,disguise",
Jerry Maguire,No,,7700000,282317.0,7.3,"['Comedy', 'Drama', 'Romance']","agent,sports agent,football,football player,single mother","When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague."
Justice League: Season 1,No,,7700000,,,"['Animation', 'Action', 'Adventure']","dc comics,based on comic book,justice league,multiverse,part of trilogy","The Anti-Monitor (the Monitor&apos;s evil counterpart) is released in the DC Multiverse and begins to destroy the different Earths that compose it. The Monitor attempts to recruit heroes from across the Multiverse, but is murdered."
KENGAN ASHURA: Part l // ケンガンアシュラ: シーズン1: パートI,Yes,2019-07-31,7700000,6353.0,8.0,"['Animation', 'Action', 'Sport']","fight,blood,father,wrestling,challenge","A timid old man is summoned by his chairman to become the manager of Tokita Ohma, a highly skilled gladiator who only cares about fighting and winning in the Kengan matches."
Knightfall: Season 1,No,,7700000,,,,,
Little Lunch: Season 1,No,,7700000,2005.0,7.5,"['Animation', 'Short', 'Adventure']","rabbit,wolf,big bad wolf character,bugs bunny character,little red riding hood character",
Love O2O: Season 1 // 微微一笑很傾城: 第 1 季 // 微微一笑很倾城: 第 1 季,No,,7700000,22.0,8.5,['Short'],,
Making a Murderer: Part 1,Yes,2015-12-18,7700000,,,"['Action', 'Adventure', 'Drama']","planet,moon,space,galaxy,young","When a peaceful settlement on the edge of a distant moon finds itself threatened by the armies of a tyrannical ruling force, a mysterious stranger living among its villagers becomes their best hope for survival."
MIU404: Season 1,No,,7700000,,,,,
My Golden Kids: 2023 // 금쪽같은 내새끼: 2023,No,,7700000,,,,,
My Shy Boss: Season 1 // 내성적인 보스: 시즌1,Yes,,7700000,194.0,6.2,"['Family', 'Musical', 'Animation']","half dressed cartoon animal,barefoot cartoon animal,dancing,cigar smoking,fedora","Peter Rabbit tries to stop his little brother, Elmer, from crying but nothing seems to work, until he gets tired of listening to it and leaves the house leaving the baby alone. Elmer is kidnapped by a weasel so Peter goes to rescu..."
R.I.P.D. 2: Rise of the Damned,No,,7700000,5123.0,4.6,"['Action', 'Adventure', 'Comedy']","sheriff,outlaw gang,rest in peace,shootout,recruiting","Recruited by the R.I.P.D., a resurrected sheriff returns to Earth to save humanity from a gateway to hell."
School of Chocolate: Season 1,Yes,2021-11-26,7700000,11869.0,8.4,['Short'],,
Sense8: Season 2,Yes,2016-12-23,7700000,103828.0,6.1,"['Animation', 'Adventure', 'Comedy']","title written by female,title written by male,slimehouse,porcupine,buddy movie",
Spiderhead,Yes,2022-06-17,7700000,64725.0,5.5,"['Action', 'Crime', 'Drama']","discover,medical,test,reality,fictional drug","In the near future, convicts are offered the chance to volunteer as medical subjects to shorten their sentence. One such subject for a new drug capable of generating feelings of love begins questioning the reality of his emotions."
Spirit Riding Free: Season 2,No,2017-09-08,7700000,4510.0,5.5,"['Animation', 'Adventure', 'Comedy']","horse,cgi animation,wild horse,female protagonist,brown haired girl",Lucky Prescott&apos;s life is changed forever when she moves from her home in the city to a small frontier town and befriends a wild mustang named Spirit.
That Time I Got Reincarnated as a Slime: Season 2 // 転生したらスライムだった件: 第2期,No,,7700000,1521.0,6.9,"['Animation', 'Action', 'Adventure']","world,killer,anime animation,isekai,slime","Corporate worker Mikami is stabbed by a random killer, is reborn to an alternate world. But he is reborn as a slime. He is Thrown into this new world with the name Rimuru, he begins his quest to create a world that&apos;s welcoming to ..."
The Circle: Season 1,Yes,2020-01-01,7700000,11869.0,8.4,['Short'],,
The Perfect Family // La familia perfecta,No,2022-05-11,7700000,1589.0,5.6,"['Comedy', 'Drama']","mother,catholic,dinner,church,father daughter relationship","A devoutly Catholic wife and mother has been nominated for one of the church&apos;s top awards. She then goes about trying to prove she has the perfect family, refusing to accept them for who they are."
The Worst Witch: Season 4,Yes,2020-10-01,7700000,97277.0,5.4,"['Action', 'Adventure', 'Fantasy']","middle ages,14th century,knight,monk,witch","14th-century knights transport a suspected witch to a monastery, where monks deduce that her powers could be the source of the Black Plague."
Trailer Park Boys: Season 8,Yes,2014-09-04,7700000,3898.0,7.9,['Comedy'],"trailer park,killing a pet,dark comedy,reference to reveen,reference to patrick swayze",Two petty felons have a documentary made about their life in a trailer park.
Triple 9,No,,7700000,75908.0,6.3,"['Action', 'Crime', 'Thriller']","heist,corrupt cop,betrayal,police detective,two word title",A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.
Unsolved Mysteries: Volume 2,Yes,2020-10-19,7700000,90.0,7.2,['Documentary'],,
War of Trap: Season 1 // 罠の戦争: シーズン1,No,,7700000,3287.0,6.4,"['Action', 'Drama', 'History']","djibouti,bus,sniper,french history,french foreign legion","In February 1976 in Djibouti, a school bus was taken hostage at the Somali border. The GIGN is sent on the spot. After 30 hours of tension, a rescue operation is organized."
Wolf: Season 1 // BÖRÜ: 1. Sezon,No,2018-12-21,7700000,179.0,6.5,"['Animation', 'Family', 'Short']","surrealism,wolf in sheep&apos;s clothing,talking dog,snorting,sheepdog",A flock of sheep is being watched by a sheepdog. A hungry wolf tries to disguise himself.
World's Most Wanted: Season 1,Yes,2020-08-05,7700000,155.0,6.4,['Documentary'],,"This video feature shows highlights from the first season on the Survivor television show. Each castaway is featured in the order they were voted off, starting with clips from their auditions to the time they give their final rema..."
A Series of Unfortunate Events: Season 3,Yes,2019-01-01,7600000,218286.0,6.8,"['Adventure', 'Comedy', 'Family']","steampunk,children,dark comedy,orphan,uncle niece relationship","When a massive fire kills their parents, three children are delivered to the custody of cousin and stage actor Count Olaf, who is secretly plotting to steal their parents&apos; vast fortune."
Bad And Crazy // 배드 앤 크레이지,No,,7600000,2853.0,5.8,"['Comedy', 'Romance']","friend,philadelphia pennsylvania,e cigarette,librarian,blonde",
Chambers: Season 1,Yes,2019-04-26,7600000,,,"['Documentary', 'Short']",,
Closer (2004),No,,7600000,232614.0,7.2,"['Drama', 'Romance']","love triangle,adultery,pubic hair,dysfunctional marriage,female nudity",The relationships of two couples become complicated and deceitful when the man from one couple meets the woman of the other.
Floor Is Lava: Season 2,Yes,2022-06-03,7600000,79.0,6.1,"['Short', 'Comedy']","floor is lava game,lava",
Ghosts of the Abyss,No,,7600000,6296.0,6.8,"['Documentary', 'Family']","underwater scene,timeframe 1990s,director,titanic,shipwreck",
Girlboss: Season 1,Yes,2017-04-21,7600000,,,,,
In the Tall Grass,Yes,2019-10-04,7600000,63084.0,5.5,"['Horror', 'Mystery', 'Sci-Fi']","brother sister relationship,field,overhead camera shot,pregnancy,brother in love with sister",
Indian Matchmaking: Season 1,Yes,2020-07-16,7600000,4351.0,6.3,"['Documentary', 'Family', 'News']","matchmaking,arranged marriage,marriage,reference to india,parent child relationship",
Katla: Season 1,Yes,2021-06-17,7600000,,,"['Short', 'Drama']",,A behind the scenes look at Season 14 of NCIS.
Legacies: Season 1,No,,7600000,,,,,
Monarca: Season 1,Yes,2019-09-13,7600000,11869.0,8.4,['Short'],,
My Girl (1991),No,,7600000,87145.0,6.9,"['Comedy', 'Drama', 'Family']","best friend,first crush,funeral,receptionist,widower",
Pirate Gold of Adak Island: Season 1,Yes,2022-06-29,7600000,,,,,
Pitch Black,No,,7600000,250610.0,7.0,"['Action', 'Horror', 'Sci-Fi']","darkness,desert,gun,ship,eclipse",A transport ship crashes and leaves its crew stranded on a desert planet inhabited by bloodthirsty creatures that come out during an eclipse.
Pitch Perfect 2,No,,7600000,167871.0,6.4,"['Comedy', 'Music']","f rated,sequel,a cappella,reference to philippines,triple f rated",
Royalteen // Royalteen: Arvingen,Yes,2022-08-17,7600000,2546.0,5.3,"['Drama', 'Romance']","coming of age,love,friendship,prince,king","Follows prince Karl Johan and newcomer Lena, who have feelings for each other but are aware that their relationship might put them in an impossible situation, while he has to carry a nation on his shoulders, she carries lies on hers."
Selling Sunset: Season 4,Yes,2021-11-24,7600000,,,,,
Selling The OC: Season 1,Yes,2022-08-24,7600000,11869.0,8.4,['Short'],,
Supergirl: Season 6,No,,7600000,,,"['Comedy', 'Game-Show', 'News']",,
Surviving Death: Limited Series,Yes,2021-01-06,7600000,,,,,
The 2nd,No,,7600000,9190.0,3.8,"['Action', 'Drama']","secret agent,electronic music score,ambiguous ending,scene before opening credits,opening action scene",An Army Delta Force officer is late picking up his son at college. His son and a Supreme Court Justice&apos;s daughter are the last there. A gang of terrorists are there to abduct her and force her dad&apos;s hand on a Second Amendment vote.
The Babysitter,Yes,2017-10-13,7600000,105631.0,6.3,"['Comedy', 'Horror']","babysitter,bully,egging a house,car theft,accidental suicide","When Cole stays up past his bedtime, he discovers that his hot baby sitter belongs to a satanic cult that will stop at nothing to keep him quiet."
The Hidden Lives of Pets: Season 1,Yes,2022-06-22,7600000,,,['Animation'],,
The Valhalla Murders: Season 1 // Brot: Sería eitt,Yes,2020-03-13,7600000,11869.0,8.4,['Short'],,
Trotro,No,,7600000,367648.0,8.1,"['Animation', 'Comedy', 'Family']","sister sister relationship,studio ghibli,father daughter relationship,sick mother,child protagonist","When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby."
Uncoupled: Season 1,Yes,2022-07-29,7600000,,,,,
Virupaksha,No,,7600000,5615.0,7.2,"['Action', 'Drama', 'Horror']","death,psychological thriller,suspense mystery",
All Hail King Julien: Exiled: Season 1,Yes,2017-05-12,7500000,668.0,7.4,"['Animation', 'Short', 'Adventure']","cartoon,lemur,anthropomorphic animal,talking animal,computer animation",Julien&apos;s been dethroned and his kingdom is in trouble so now he has to fight Sage&apos;s brother Koto and free his subjects to get it back with help from his friends.
Attack on Titan: The Final Season Part 1 // 進撃の巨人: ファイナルシーズン パート1,No,,7500000,15271.0,5.0,"['Action', 'Adventure', 'Drama']","live action remake of anime,based on anime,based on manga,titan,giant",
Black Lightning: Season 3,No,2020-03-17,7500000,79.0,7.2,"['Short', 'Drama']",color in title,The transformation of a rock audience&apos;s collective freak-out into a trance ritual of the highest spiritual order.
Boruto: Naruto Next Generations: Season 4 // BORUTO ボルト NEXT GENERATIONS: シーズン4,No,,7500000,9.0,7.1,"['Animation', 'Short', 'Comedy']",,
Deliver Us from Evil (2014),No,,7500000,84253.0,6.2,"['Crime', 'Fantasy', 'Horror']","demonic possession,priest,exorcism,lion,catholic","New York police officer Ralph Sarchie investigates a series of crimes. He joins forces with an unconventional priest, schooled in the rites of exorcism, to combat the possessions that are terrorizing their city."
Good Doctor: Season 1 // 굿 닥터: 시즌 1,No,,7500000,,,"['Short', 'Comedy']",,"A preview for a TV show featuring Gary, a lovable co-worker who&apos;s always getting into mischief at a small publishing company."
"Good Morning, Verônica: Season 1 // Bom Dia, Verônica: Temporada 1",Yes,2020-10-01,7500000,,,"['Short', 'Comedy']",,"A preview for a TV show featuring Gary, a lovable co-worker who&apos;s always getting into mischief at a small publishing company."
Killing Eve: Season 1,No,,7500000,38534.0,5.4,"['Action', 'Drama', 'Thriller']","shot in the back of one&apos;s head,car,british car,land rover,land rover motor vehicle","Two veterans of the Bosnian War, one American, one Serbian, find their unlikely friendship tested when one of them reveals their true intentions."
Law School: Season 1 // 로스쿨: 시즌 1,Yes,2021-04-14,7500000,38.0,5.2,"['Short', 'Drama', 'Western']","low budget short,gang,santa fe trail series,male female relationship,u.s. marshal",
LEGO Ninjago: Masters of Spinjitzu: Possession,No,,7500000,6986.0,7.6,"['Animation', 'Action', 'Adventure']","cgi animation,computer animation,3d animation,hero,villain","When the fate of their world, Ninjago, is challenged by great threats, it&apos;s up to the ninja: Kai, Jay, Cole, Zane, Lloyd and Nya to save the world."
My Magic Pet Morphle: Season 3,Yes,,7500000,115.0,4.3,"['Animation', 'Adventure', 'Family']","magic,education,character name as title,character name as series title,magical","Mila&apos;s dad runs the only magic pet store in the city - a fantastical place where you can find all sorts of cute and quirky pets who each have their own unique magic powers, and he has gifted Mila the most magic pet of all, Morphle."
Power Rangers Beast Morphers: Season 2,No,,7500000,,,,,
Roman Empire: Commodus: Reign of Blood,Yes,2016-11-11,7500000,8998.0,7.0,"['Documentary', 'Biography', 'Drama']","empire,caligula,julius caesar,violence,ambition",Chronicles some of the most famous leaders of the Roman Civilization.
S.W.A.T. (2003),No,,7500000,152701.0,6.1,"['Action', 'Adventure', 'Crime']","female police officer,swat team,police,crime boss,police sergeant","An imprisoned drug kingpin offers a huge cash reward to anyone that can break him out of police custody, and only the L.A.P.D.&apos;s Special Weapons and Tactics team can prevent it."
Spirit Riding Free: Riding Academy: Part 1,Yes,2020-04-03,7500000,140.0,6.5,"['Animation', 'Action', 'Adventure']","horse,feral horse,spirit the horse character",In a small Western town a young girl from the city forms a tight bond with wild horse Spirit while having adventures with her friends.
Spy Kids: All the Time in the World,No,,7500000,27911.0,3.5,"['Action', 'Adventure', 'Comedy']","child spy,machete cortez character,child thwarting a crime,strong female,female protagonist","A retired spy is called back into action, and to bond with her new step-children, she invites them along for the adventure to stop the evil Timekeeper from taking over the world."
Suburra: Blood on Rome: Season 1 // Suburra: La serie: Stagione 1,Yes,2017-10-06,7500000,16099.0,7.9,"['Action', 'Crime', 'Drama']","gay gangster,gay protagonist,gay kiss,vatican,rome italy","In 2008, a fight over land in a seaside town near Rome spirals into a deadly battle between organized crime, corrupt politicians and the Vatican."
The Rational Life: Season 1 // 理智派生活: 第 1 季,Yes,2021-06-18,7500000,24772.0,8.1,"['Documentary', 'Biography', 'History']","secretary of defense,interview,vietnam,cold war,political superpower","The story of America as seen through the eyes of the former Secretary of Defense under President John F. Kennedy and President Lyndon B. Johnson, Robert McNamara."
The Vampire Diaries: Season 2,No,,7500000,87305.0,5.8,"['Comedy', 'Family', 'Romance']","princess,queen,parliament,coronation,archery","Now settled in Genovia, Princess Mia faces a new revelation: she is being primed for an arranged marriage to an English suitor."
Trailer Park Boys: Season 7,Yes,2011-03-01,7500000,3898.0,7.9,['Comedy'],"trailer park,killing a pet,dark comedy,reference to reveen,reference to patrick swayze",Two petty felons have a documentary made about their life in a trailer park.
Tyler Perry's The Family That Preys,No,,7500000,7822.0,5.9,['Drama'],"deception,man hits a man,man hits a woman,diner,road trip",
Van Helsing: Season 3,Yes,2019-02-25,7500000,,,,,
VIP (2019): Season 1,No,,7500000,865.0,6.7,"['Comedy', 'Romance']","christmas,christmas romance,three word title,lesbian,lesbian woman",A queer lady holiday romantic comedy that follows the lives of three very different couples in dealing with their love lives in various loosely interrelated tales all set right before Christmas through New Years.
White House Down,No,,7500000,233338.0,6.3,"['Action', 'Drama', 'Thriller']","automatic weapon,attempted coup d&apos;etat,stabbed with a pen,beaten to death,stabbed to death","While on a tour of the White House with his young daughter, a Capitol policeman springs into action to save his child and protect the president from a heavily armed group of paramilitary invaders."
American Hustle,No,,7400000,495881.0,7.2,"['Crime', 'Drama']","con artist,based on true story,drunk wife,wife meets mistress,strip club","A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia."
Back to the Future (1985),No,,7400000,1278525.0,8.5,"['Adventure', 'Comedy', 'Sci-Fi']","time travel,time machine,delorean,future,time travel comedy","Marty McFly, a 17-year-old high school student, is accidentally sent 30 years into the past in a time-traveling DeLorean invented by his close friend, the maverick scientist Doc Brown."
