Title,Available Globally?,Release Date,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description
Story of Yanxi Palace: Season 1 // 延禧攻略: 第 1 季,No,,1400000,,,"['Short', 'Sport']",,
Stretch Armstrong & the Flex Fighters: Season 1,Yes,2017-11-17,1400000,348.0,6.2,"['Animation', 'Short', 'Action']","heroism,superhero,male protagonist,white male lead in a diverse cast,superhero action","An action-comedy series based on Hasbro&apos;s stretchy, heroic toy."
Talaash // तलाश,No,,1400000,44450.0,7.2,"['Crime', 'Drama', 'Mystery']","car accident,prostitute,film actor,red light district,f rated","Inspector Surjan Shekhawat, who is dealing with a depressing past, has to investigate a high profile murder case, deal with his crumbling marriage and use the help and solace of a prostitute by the name of Rosie."
Tales from Earthsea // ゲド戦記,No,,1400000,43035.0,6.3,"['Animation', 'Adventure', 'Fantasy']","studio ghibli,magic,wizard,anime animation,dragon","In a mythical land, a man and a young boy investigate a series of unusual occurrences."
Tamasha // तमाशा,No,,1400000,30840.0,7.3,"['Comedy', 'Drama', 'Romance']","adolescent,manic pixie dream girl,coffee date","A boy meets a girl, in Corsica. They decide not to reveal their real name or personality."
Taxi Drivers // Taximetriști,No,,1400000,898179.0,8.2,"['Crime', 'Drama']","taxi driver,loner,child prostitution,street life,neo noir",
Tazza: The High Rollers // 타짜,No,,1400000,2719.0,7.1,"['Comedy', 'Crime']","buttocks,female rear nudity,female topless nudity,gambling,revenge",A guy with a talent for cards makes his way into the dangerous world of underground gambling in this crime thriller from South Korea. Go-ni (Jo Seung-woo) is a small-town guy with a big appetite for gambling. Convinced he?s on a h...
Teenage Parents: Season 2 // 어른들은 모르는 고딩엄빠: 시즌2,No,,1400000,,,,,
Tell Me When // Dime cuando tú,Yes,2021-04-21,1400000,1148.0,5.7,['Comedy'],discovery,"After his grandpa&apos;s passing, Mexican-American Will decides to go ahead with the plans he&apos;d made to help him discover his roots in Mexico."
The Accident (2019): Season 1,No,,1400000,11869.0,8.4,['Short'],,
The Awakening of Motti Wolkenbruch // Wolkenbruchs wunderliche Reise in die Arme einer Schickse,Yes,2019-10-25,1400000,4834.0,6.6,"['Comedy', 'Drama']","mother son relationship,jewish community,loss of virginity,orthodox jew,sexual awakening","Young Jewish man bucks orthodox traditions (and mother&apos;s meddling) by shaving, shopping outside the faithful, and considering a shiksa for a wife."
The Boat: Season 1 // El Barco: Temporada 1,No,,1400000,65.0,8.9,['Short'],,"Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the..."
The Deadly Affair: Season 1 // พิศวาสฆาตเกมส์: ซีซั่น 1,No,,1400000,4033.0,6.7,"['Crime', 'Drama', 'Mystery']","cold war,espionage,nymphomania,london england,based on novel",
The Devil Below,No,,1400000,5254.0,4.3,"['Horror', 'Mystery', 'Thriller']","coal mine,isolated,monster,folk horror,urban legend","A group of four amateur adventurers who specialize in exploring remote and forsaken places pay a visit to Shookum Hills, a town in the remote Appalachian Mountains, which was abandoned decades ago due to a mysterious coal mine fire."
The Endless Trench // La trinchera infinita,No,2020-02-28,1400000,7148.0,7.2,"['Drama', 'History']","spanish civil war,dictatorship,male frontal nudity,pubic hair,female pubic hair",1936. A country taken by the fascism. A husband marked for the killing. A wife determined to all for saving him. An endless incarceration in his own home.
The Files of Young Kindaichi: Part 1 // 金田一少年の事件簿 第1期,No,,1400000,255.0,6.6,"['Crime', 'Drama', 'Mystery']","detective,based on manga,character name as series title,character name as title,criminal","Follow Kindaichi Hajime, a high school student and a private detective with an IQ of 180 solves murder cases that are riddled with difficult clues with his friend, Nanase Miyuki and Kenmochi Isamu."
The Forgotten (2004),No,,1400000,,,,,
The Goldfish // Die Goldfische,No,,1400000,2528.0,6.6,['Comedy'],"disability,wilhelm scream,man in wheelchair,disabled man",A good natured comedy about tax evasion and disability.
The Happytime Murders,No,,1400000,30004.0,5.5,"['Action', 'Comedy', 'Crime']","wisecrack humor,fictional drug,old flame,puppet,sexual humor","When the puppet cast of a &apos;90s children&apos;s TV show begin to get murdered one by one, a disgraced LAPD detective-turned-private eye puppet takes on the case."
The Hows of Us,No,,1400000,2914.0,6.8,"['Comedy', 'Drama', 'Romance']","dream,f rated,four word title,title directed by female",
The Hunt for Red October,No,,1400000,211010.0,7.5,"['Action', 'Adventure', 'Thriller']","defection,submarine,soviet submarine,cold war era,cold war","In November 1984, the Soviet Union&apos;s best submarine captain violates orders and heads for the U.S. in a new undetectable sub. The American CIA and military must quickly determine: Is he trying to defect or to start a war?"
The Kindness of Strangers,No,,1400000,4896.0,6.5,['Drama'],"russian restaurant,manhattan new york city,policeman,soup kitchen,support group",The story of people whose lives intertwine during a dramatic winter in New York City.
The Last Bastion: Season 1 // El último bastión: Temporada 1,No,,1400000,1175.0,6.8,"['Drama', 'Romance']","slim,two timing woman,wanting to be a mother,woman wears a beige bra,school","Twenty-year-old Matsuri Takabayashi learns that she only has ten years to live due to an incurable disease. She decides to not dwell on her life and not to fall in love, but she meets Kazuto Manabe at a school reunion."
The Last Days (1998),Yes,,1400000,5537.0,7.9,"['Documentary', 'War']","buchenwald,auschwitz,nazi,concentration camp,u.s. soldier",
The Last Dolphin King // ¿Qué le pasó al rey de los delfines?,Yes,2022-11-25,1400000,552.0,5.6,['Documentary'],,This documentary traces the career of renowned Spanish dolphin trainer José Luis Barbero and the events leading up to his shocking death in 2015.
The Last of the Mohicans (1992),No,,1400000,183412.0,7.7,"['Action', 'Adventure', 'Drama']","based on novel,woman in jeopardy,long rifle,british colonialism,french and indian war",Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.
The Last Paradiso // L'ultimo Paradiso,Yes,2021-02-05,1400000,1577.0,5.7,"['Drama', 'Romance']","timeframe 1950s,female nudity,female rear nudity,1950s",
The Legend of The Condor Heroes 2017: Season 1 // 射鵰英雄傳: 第 1 季 // 射雕英雄传: 第 1 季,No,,1400000,,,['Drama'],"3d,3 dimensional","The Mongol army led by Genghis Khan conquered the Jin dynasty then set sights on eliminating the Song dynasty in China. To defend their homeland, skilled martial artists joined the fierce battles."
The Lincoln Lawyer (2011),No,,1400000,,,,,
The Little Hours,No,,1400000,24942.0,5.8,"['Comedy', 'Romance']","nun,parody,witchcraft,convent,medieval times","In the Middle Ages, a young servant fleeing from his master takes refuge at a convent full of emotionally unstable nuns. Introduced as a deaf mute man, he must fight to hold his cover as the nuns try to resist temptation."
The Manor House: Season 1 // První Republika: 1. série,No,,1400000,4360.0,6.2,"['Horror', 'Mystery']","found footage,house,mockumentary,mockumentary comedy","A group of cold case investigators stay at the Carmichael Manor. After four nights, the group was never heard from again. What is discovered on their footage is even more disturbing than anything found on the Hell House tapes."
The Meddler,No,,1400000,13784.0,6.3,"['Comedy', 'Drama', 'Romance']","lesbian wedding,mother daughter relationship,singing in a car,reference to peggy lee,singer",
The One and Only: Season 1 // 한사람만: 시즌 1,No,,1400000,13253.0,6.6,"['Adventure', 'Comedy', 'Drama']","circus,gorilla,elephant,baby elephant,talking animal",A gorilla named Ivan tries to piece together his past with the help of an elephant named Ruby as they hatch a plan to escape from captivity.
The Ottoman Lieutenant,No,,1400000,26535.0,6.4,"['Drama', 'War']","world war one,wwi nurse,ottoman empire,armenian,denial of armenian genocide",This movie is a love story between an idealistic American nurse and a Turkish officer in World War I.
The Painted Veil,No,,1400000,95393.0,7.4,"['Drama', 'Romance']","cholera,loveless marriage,unfaithful wife,china,epidemic",
The Reader,No,,1400000,255703.0,7.6,"['Drama', 'Mystery', 'Romance']","war crime,older woman younger man relationship,sex with a minor,nazi,teenage boy",
The Seventh Day,No,,1400000,5425.0,4.5,"['Horror', 'Mystery']","priest,catholic church,demon,cross,mexican","A renowned exorcist teams up with a rookie priest for his first day of training. As they plunge deeper into hell on earth, the lines between good and evil blur, and their own demons emerge."
The Shack,No,,1400000,38537.0,6.3,"['Drama', 'Fantasy']","loss of daughter,guilt,shack,religious film,family trip",
The Spanish Princess: Season 2,No,,1400000,,,,,
The Subtle Art of Not Giving a F*ck,No,,1400000,1654.0,5.9,['Documentary'],"censored profanity in title,social documentary,happiness,based on book",
"tick, tick...BOOM!",Yes,2021-11-19,1400000,116560.0,7.5,"['Biography', 'Comedy', 'Drama']","30th birthday,29 year old man,gay character,gay,gay friend","On the cusp of his 30th birthday, a promising young theater composer navigates love, friendship and the pressures of life as an artist in New York City."
Till Death (2021),No,,1400000,25244.0,5.9,['Thriller'],"hired killer,snow,revenge plot,handcuffed to a dead man,lake house","A woman is left handcuffed to her dead husband as part of a sick revenge plot. Unable to unshackle, she has to survive as two killers arrive to finish her off."
Trailer Park Boys: The Movie,No,,1400000,13456.0,7.1,"['Comedy', 'Crime']","jock strap,canada,nova scotia canada,male rear nudity,male nudity",
Travelin' Band: Creedence Clearwater Revival at the Royal Albert Hall,No,,1400000,1136.0,7.5,"['Documentary', 'Music']",,Follow the legendary Creedence Clearwater Revival concert as well as unreleased material from the band.
Trese: Season 1,Yes,2021-06-10,1400000,14593.0,9.2,"['Drama', 'Horror', 'Sci-Fi']","interactive drama,playstation 3,xbox 360,microsoft windows,single player","In a world devastated by the undead, a convicted criminal is given a second chance at life when he comes across a little girl named Clementine."
True: Tricky Treat Day,Yes,2019-09-20,1400000,24.0,6.9,"['Short', 'Horror']",father&apos;s day,
Tsurune -Linking Shot- // ツルネ ―風舞高校弓道部―: ツルネ －つながりの一射－,No,,1400000,552.0,7.4,"['Animation', 'Drama', 'Sport']","archery,high school,archery club,school club,anime animation","Minato Narumiya used to be in his middle school&apos;s archery club until a certain incident in his last tournament caused him to resolve to quit archery for good. When he attends high school, his childhood friends Seiya Takehaya and R..."
Turkish for Beginners // Türkisch für Anfänger,No,,1400000,9239.0,5.8,"['Adventure', 'Comedy']","island,culture clash,native tribe,karaoke,tourist resort",
Ultimate Beastmaster Brasil: Survival of the Fittest,No,2018-08-31,1400000,,,,,
"Un gars, une fille (1999): Season 4",No,,1400000,,,,,
Under Siege (1992),No,,1400000,93822.0,6.5,"['Action', 'Thriller']","battleship,cook,ex special forces,terrorist plot,die hard scenario",
Unrequited Love: Season 1 // 暗戀橘生淮南: 第 1 季 // 暗恋橘生淮南: 第 1 季,No,2019-07-16,1400000,22.0,8.5,['Short'],,
Unrequited Love: Season 1 // 暗戀橘生淮南: 第 1 季 // 暗恋橘生淮南: 第 1 季,No,2019-07-16,1400000,22.0,8.5,['Short'],,
Upin & Ipin: The Lone Gibbon Kris // Upin & Ipin Keris Siamang Tunggal,No,,1400000,817.0,7.3,"['Animation', 'Adventure', 'Comedy']","twin,folklore,ampersand in title,character names in title,punctuation in title","Upin, Ipin and their friends come across a mystical &apos;keris&apos; that opens up a portal and transports them straight into the heart of a kingdom."
Versailles: Season 2,No,,1400000,66.0,8.2,"['Documentary', 'Biography', 'Drama']",tv mini series,"Follows the life at the Palace of Versailles, home to the three kings Louis (XIV, XV and XVI), their lovers and their queens: &apos;Louis XIV, The Dream of a King&apos;, &apos;Louis XV, The Palace of Pleasure&apos;, and &apos;Louis XVI, Countdown to Revol..."
Voltron: Legendary Defender: Season 8,Yes,2018-12-14,1400000,9553.0,8.1,"['Animation', 'Action', 'Adventure']","earthling,advisor,alien,alien creature,alien emperor",Five teenagers become the last line of defense for the galaxy in an intergalactic battle against the evil alien force led by King Zarkon.
"Wait, My Youth: Season 1 // 等等啊我的青春: 第1季",No,,1400000,194.0,6.2,"['Family', 'Musical', 'Animation']","half dressed cartoon animal,barefoot cartoon animal,dancing,cigar smoking,fedora",
We Are the Champions: Season 1,Yes,2020-11-17,1400000,272.0,5.2,"['Comedy', 'Sport']","coach,public humiliation,punishment,push ups,embarrassment","Divorced father without custody Torben, a former pro soccer player, concentrates on his talented son David&apos;s juniors poorly performing team. When the coach suddenly accepts another position, Torben gets his change &apos;for the time be..."
What the Health,Yes,,1400000,30281.0,7.2,['Documentary'],"unhealthy,unhealthy eating,meat,vegan,free healthcare",
When Angels Sleep // Cuando los ángeles duermen,Yes,2018-12-28,1400000,4005.0,5.5,"['Adventure', 'Drama', 'Horror']","ceo,car,birthday party,birthday,child",A CEO lives the worst night of his life after he accidentally runs over a teenage girl.
When the Game Stands Tall,No,,1400000,16696.0,6.6,"['Biography', 'Drama', 'Family']","american football sport,football,football coach,football movie,coach","The journey of legendary football coach Bob Ladouceur, who took the De La Salle High School Spartans from obscurity to a 151-game winning streak that shattered all records for any American sport."
Woodlawn,No,,1400000,7726.0,6.4,"['Biography', 'Drama', 'History']","coach,christianity,racial integration,american football,racism",
Yizo Yizo: Season 2,No,,1400000,,,,,
You Me Her: Season 2,No,2017-06-15,1400000,23.0,8.7,"['Comedy', 'Drama']",couple,Mags and Ash attempt to rekindle their marriage on their vacation after having a baby but kept arguing the whole trip. Mags meets Angela and have an instant connection soon the couple start to reconnect over the idea of a threesome.
Your Eyes Tell // きみの瞳が問いかけている,No,,1400000,1599.0,7.3,"['Drama', 'Romance']","japanese woman,working multiple jobs,delivery man,delivery service,alcohol delivery",
Zwanger & Co,No,,1400000,452.0,5.7,"['Comedy', 'Romance']",,"Merel, a single midwife, is done with men, but her biological clock is ticking inexorably. And yes, she gets pregnant. However, the whole family suddenly seems pregnant. Her 60-plus father Piet has just become father again with hi..."
100 días para enamorarnos: Season 2,No,,1300000,832.0,6.7,['Comedy'],fall,Two couples in struggling relationships decide to give each other another chance: 100 days for them to fall back in love.
A Dog's Journey,No,,1300000,27724.0,7.4,"['Adventure', 'Comedy', 'Drama']","sequel,second part,animal in title,apostrophe in title,punctuation in title",A dog finds the meaning of his own existence through the lives of the humans he meets.
A Family // ヤクザと家族 The Family,Yes,2021-05-06,1300000,13256.0,6.5,['Drama'],"family relationships,headhunter,employment recruiter","A headhunter whose life revolves around closing deals in a survival-of-the-fittest boiler room battles his top rival for control of their job placement company, but his dream of owning the company clashes with the needs of his fam..."
A Kidnapping Scandal: The Florence Cassez Affair: Season 1 // El caso Cassez-Vallarta: Una novela criminal: Temporada 1,Yes,2022-08-25,1300000,,,,,
Acts of Vengeance,No,,1300000,13394.0,5.7,"['Action', 'Drama', 'Thriller']","opening quote,death of wife,death of daughter,vow of silence,murder","A fast-talking lawyer transforms his body and takes a vow of silence, not to be broken until he finds out who killed his wife and daughter and has his revenge."
Ainori Love Wagon: Asian Journey: Season 1 // あいのり: Asian Journey: シーズン1,No,2017-10-26,1300000,320.0,7.1,"['Game-Show', 'Reality-TV']","love,dating and romance reality tv,dating game show,non fiction",
AJIN: Demi-Human: Season 2 // 亜人: シーズン2,Yes,2016-10-10,1300000,2075.0,6.3,"['Action', 'Horror', 'Mystery']","live action remake of anime,one word title,demi god,vehicular accident,killed in an accident","A high school student discovers he is an Ajin, a demi-human being. He ends up a fugitive on the run because of his powers."
Al Hayba: The Return // الهيبة - العودة,No,,1300000,85.0,6.6,"['Action', 'Crime', 'Thriller']",,"After 17 years, the murderer of Jabal&apos;s father, is spotted alive in Bulgaria. Jabal Sheikh Al-Jabal heads a fierce hunt with some of his men passing by Istanbul and Bulgaria. With the aim to bring Nazem Al-Aali back to justice to ..."
Almost Pyaar With DJ Mohabbat // ऑलमोस्ट प्यार डीजे मोहब्बत,No,,1300000,,,,,
American Psycho,No,,1300000,,,,,
Anchor // 앵커,No,,1300000,,,,,
Anek // अनेक,No,,1300000,22402.0,6.4,"['Action', 'Drama', 'Sport']",undercover cop,"A socio political, action thriller set against the geopolitical backdrop of Northeast India."
Another Round // Druk,No,,1300000,,,,,
Archer (2009): Season 10,No,,1300000,11869.0,8.4,['Short'],,
Arifureta: From Commonplace to World's Strongest: 2nd season // ありふれた職業で世界最強: 2nd season,No,,1300000,3814.0,7.1,"['Animation', 'Action', 'Adventure']","isekai,mature animation,for grown ups animation,anime animation,female nudity","Seventeen-year-old Hajime Nagumo is your average, everyday otaku. However, his simple life of pulling all-nighters."
As Good as It Gets (1997),No,,1300000,313919.0,7.7,"['Comedy', 'Drama', 'Romance']","obsessive compulsive disorder,unlikely friendship,friendship,misanthrope,gay","A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery."
Astérix: The Mansion of the Gods // Astérix: Le domaine des dieux,No,,1300000,15075.0,6.9,"['Animation', 'Adventure', 'Comedy']","potion,roman soldier,roman empire,dog,druid",Julius Caesar plots to absorb Asterix and his fellow indomitable Gauls into his Empire by building an estate - the first building of a new Roman colony - next to their village.
Até que a Sorte Nos Separe,No,,1300000,1518.0,5.0,['Comedy'],,A man loses everything. Again.
Avalanche: Season 1 // アバランチ: シーズン1,No,,1300000,,,,,
Babel (2006),No,,1300000,,,,,
Bad Moms,No,2016-12-12,1300000,132839.0,6.2,['Comedy'],"female full frontal nudity,female frontal nudity,pubic hair,female nudity,nudity",
Badla // बदला,No,,1300000,30296.0,7.7,"['Crime', 'Drama', 'Mystery']","walking on a bridge,unreliable narrator,lift,murder case,lawyer",A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.
Barefoot (2014),No,,1300000,26774.0,6.5,"['Comedy', 'Drama', 'Romance']","psychiatric hospital,boyfriend girlfriend relationship,virgin,motor home,stolen vehicle",
Basketball Wives: Season 2,No,,1300000,771.0,3.6,['Reality-TV'],"basketball,business,businesswoman,friendship,basketball player","Follow the daily lives, drama-filled parties, and outrageous fights that unfold among the wives, ex-wives, and girlfriends of professional basketball players."
Beat Bugs: Season 1,Yes,2016-08-03,1300000,1569.0,7.3,"['Animation', 'Short', 'Comedy']","fairy tale parody,spoof,rabbit,bear,1940s",The three bears set a trap to catch Goldilocks but their carrot soup attracts Bugs Bunny early on and he grows wise to their plans.
Bizim Köyün Şarkısı,No,,1300000,716.0,5.9,"['Comedy', 'Family']",,"Çinar, a boy who lives in Istanbul, dreams of entering a music contest. But the decision of his father to take the family back to their village spoils his plans. As Çinar and his super smart sister Zeynep try to adapt to their new..."
BONDING: Season 2,Yes,2021-01-27,1300000,5.0,9.4,"['Short', 'Comedy']",,
Borderliner: Season 1 // Grenseland: Sesong 1,No,2018-03-05,1300000,,,['Documentary'],,
Burning Patience // Ardiente paciencia,No,2022-12-07,1300000,350.0,6.0,"['Drama', 'Romance']","love,village,job,life,postman",Mario is a young fisherman who dreams of becoming a poet. He gets a job as the postman to Pablo Neruda when the legendary writer moves there after being exiled from Chile.
Busted!: Season 2 // 범인은 바로 너!: 시즌 2,Yes,2019-11-08,1300000,6.0,8.6,"['Documentary', 'Short']",,A deep dive into Season 2 of Seal Team with exclusive interviews from the cast and producers.
Captains: Season 1,Yes,,1300000,123.0,5.8,"['Animation', 'Comedy', 'Short']","captain,boy,spring cleaning,doctor,cleaning","Mama has everyone working on spring cleaning, or so she thinks; in fact, everyone&apos;s slacking off in various ways. The Captain is the only one to get caught and face her wrath, though. To escape, he fakes illness, but the boys catc..."
Carmen Sandiego: To Steal or Not to Steal,Yes,2020-03-10,1300000,863.0,6.9,"['Animation', 'Short', 'Action']","thief,female protagonist,female criminal,carmen sandiego,female thief","You drive the action in this interactive adventure, helping Carmen save Ivy and Zack when V.I.L.E. captures them during a heist in Shanghai."
Castle and Castle: Season 1,Yes,2020-02-13,1300000,203828.0,7.0,"['Adventure', 'Comedy']","road trip,stoner,stoner comedy,female nudity,sex scene",
Chico Bon Bon: Monkey with a Tool Belt: Season 3,Yes,2020-09-22,1300000,139.0,6.3,"['Animation', 'Family']",monkey,
Christmas With A View,Yes,,1300000,5308.0,5.2,"['Drama', 'Romance']","baking,gingerbread house,sore loser,ski lodge,cheese",Secret aspirations between a failed restaurateur and a celebrity chef threaten their blossoming Christmas romance.
City of Lies,No,,1300000,18305.0,6.5,"['Biography', 'Crime', 'Drama']","bank robbery,reference to m.c. hammer,baseball game,singing in a police station,las vegas nevada",Russell Poole and Jack Jackson investigate the murder of rapper Notorious B.I.G.
Code Geass: Lelouch of the Rebellion: Season 2 // コードギアス 反逆のルルーシュR2,No,,1300000,537.0,7.5,"['Animation', 'Action', 'Sci-Fi']","robot,teenager,cape,masked,genius","A remake of the last 9 episodes in Code Geass R2, which is a prequel to Lelouch of the Resurrection."
Come Sunday,Yes,2018-04-13,1300000,2488.0,6.0,"['Biography', 'Drama']","preacher,heretic,gay,pastor,evangelist",Evangelist Carlton Pearson is ostracized by his church for preaching that there is no Hell.
Confessions of a Brazilian Call Girl // Bruna Surfistinha,No,,1300000,,,,,
Confidential Assignment // 공조,No,,1300000,4374.0,6.7,"['Action', 'Comedy', 'Drama']","profanity,north korea,car chase,north korean soldier,fighter","When a crime organization from North Korea crosses borders and enters South Korean soil, a South Korean detective must cooperate with a North Korean detective to investigate their whereabouts."
Cook Up A Storm // 決戰食神 // 决战食神,No,,1300000,2917.0,6.3,"['Comedy', 'Drama']","3d,3 dimensional","A Cantonese street cook and his chief rival, a French-trained Michelin-starred chef, discover they have a lot in common as they prepare for a world-famous culinary competition. An international culinary competition becomes a battl..."
Crimson Peak,No,,1300000,156299.0,6.5,"['Drama', 'Horror', 'Mystery']","incest,ghost,loss of mother,brother sister incest,knife","In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathe..."
Dinotrux: Season 4,No,2017-03-31,1300000,,,,,
Dolly Parton: Here I Am,No,,1300000,2415.0,4.4,"['Comedy', 'Crime', 'Drama']","supernatural power,unintentionally funny,psychotronic film,journey,supernatural being","Disappointed by its creation, the almighty being that created Man arrives on Earth in a human form and interacts with various troubled, wicked and sinful people on his journey to Vegas."
Dr. Oh’s Golden Clinic: 2023 // 오은영의 금쪽상담소: 2023,No,,1300000,,,,,
Dragon's Dogma: Season 1,Yes,2020-09-17,1300000,,,"['Animation', 'Action', 'Adventure']",biotech sci fi,"In 2053, war is big money. Two mercenaries have to extract biotech searchers. To accomplish their mission, they&apos;ll have to face the n°1 private army."
DSP (Telugu),No,,1300000,1048375.0,8.3,"['Animation', 'Adventure', 'Comedy']","toy,toy comes to life,rivalry,claw crane,enemies become friends",A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy&apos;s bedroom.
Dude,Yes,2018-04-20,1300000,7528.0,5.1,"['Comedy', 'Drama']","panties,teenager,friendship,party,female nudity",
Edha: Season 1,Yes,2018-03-16,1300000,11869.0,8.4,['Short'],,
El paseo 6 // El paseo 6 - La excursión de 11,No,,1300000,218.0,3.2,['Comedy'],,"The last year High School excursion is the walk where anything can happen, but the last year High School excursion with the parents, that is the last straw. And since Álvaro Castaño knows that security is better than the police, h..."
Elisa & Marcela // Elisa y Marcela,Yes,2019-06-07,1300000,5682.0,6.6,"['Biography', 'Drama', 'Romance']","lesbianism,mole,woman sucking another woman&apos;s toes,lesbian,woman dresses as a man","In 1901, Elisa Sanchez Loriga took on the identity of Mario Sánchez to marry her lover of fifteen years, Marcela Gracia Ibeas."
Erased: Season 1 // 僕だけがいない街: シーズン1,Yes,2017-12-15,1300000,,,['Drama'],,
Escape Plan 2: Hades,No,,1300000,34500.0,3.9,"['Action', 'Crime', 'Mystery']","security system,prison,escape from prison,suspense,electronic music score","Years after he fought his way out of an inescapable prison, Ray Breslin has organized a new top-notch security force. But when one of his team members goes missing, Breslin must return to the hell he once escaped from."
Fairy Tail: Season 5,No,,1300000,8.0,5.2,"['Action', 'Adventure', 'Fantasy']","nintendo 3ds,console game,farming,role playing game",
Fantastic Mr. Fox,No,,1300000,262233.0,7.9,"['Animation', 'Adventure', 'Comedy']","fox,stop motion animation,farmer,puppet animation,theft",An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers&apos; retaliation.
Fate/Apocrypha: Part 2,Yes,2017-10-01,1300000,20.0,7.1,['Drama'],based on novel,"Mid 50s: the trials and tribulations of Shinsuke Ibuki, freshly arrived in Tokyo from Kyushu."
Forest of Piano: Season 1 // ピアノの森: シーズン1,No,2018-04-08,1300000,11869.0,8.4,['Short'],,
Freedom Writers,No,,1300000,,,,,
Fruits Basket: 1st season // フルーツバスケット: 1st season,No,,1300000,,,,,
FullMetal Alchemist // 鋼の錬金術師,Yes,2018-02-19,1300000,20987.0,5.3,"['Action', 'Adventure', 'Fantasy']","transmutation,live action remake of anime,suit of armour,scene after end credits,based on manga",
GAME ON: A Comedy Crossover Event: Season 1,Yes,2020-08-10,1300000,270.0,5.5,"['Comedy', 'Family']",,"Worlds collide in this special event featuring familiar faces, surprise cameos and stories of spirited competition from four different comedy series."
Ghost Town (2008),No,,1300000,77204.0,6.7,"['Comedy', 'Drama', 'Fantasy']","slipping and falling,dog walking,new york city,slimehouse,autumn",
Ghostbusters (1984),No,,1300000,437375.0,7.8,"['Action', 'Comedy', 'Fantasy']","ghost,ghostbuster,scientist,paranormal investigation team,supernatural being",
Gin Tama: Season 4 // 銀魂: 第1期 4年目,No,,1300000,15.0,7.7,['Animation'],"love,donghua,animal protagonist,bears,chinese animation","The forest animals love trees, flowers and spring. So it&apos;s up to the bear brothers to stop Logger Vick from chopping down every tree."
Gin Tama: Season 7 // 銀魂: 第3期,No,,1300000,113.0,4.5,"['Family', 'Animation', 'Short']","surrealism,merrie melodies",A passed out drunken farm hand dreams of entering heaven on a mule.
Girlfriends (2000): Season 8,No,,1300000,,,,,
God Troubles Me: Season 1 // 漢化日記: 第 1 季 // 汉化日记: 第一季,No,,1300000,8.0,2.8,"['Short', 'Music']",,
GoodFellas,No,,1300000,1229933.0,8.7,"['Biography', 'Crime', 'Drama']","gangster,mafia,organized crime,rise and fall,mob",
Gormiti: Season 1,No,,1300000,76.0,7.1,"['Horror', 'Mystery', 'Sci-Fi']",,
Green Lantern,No,,1300000,293411.0,5.5,"['Action', 'Adventure', 'Sci-Fi']","comicbook movie,superhero action,ring,spacecraft,alien","Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps."
Green Street Hooligans,No,,1300000,159470.0,7.4,"['Crime', 'Drama', 'Sport']","male camaraderie,male bonding,football,animosity,beer","A wrongfully expelled Harvard undergrad moves to London, where he is introduced to the violent underworld of football hooliganism."
Guru // गुरु,No,,1300000,,,,,
Heidi (2015),No,,1300000,6866.0,7.4,"['Drama', 'Family']","alps,hillside,human animal relationship,little girl,domestic animal",
Hi Venus // 我可能遇到了救星,No,,1300000,2007.0,5.9,"['Drama', 'Romance']","teen romance,falling in love,young adult,road trip,suicidal thoughts","An 18 year-old orphaned girl wants to travel to Europe to track down her biological mother, so when she meets a kind-hearted young man reeling from the guilt of a fatal accident, she convinces him to accompany her on the journey."
Honey Girls,No,,1300000,238.0,4.9,"['Comedy', 'Family', 'Music']","kids movie,hip hop music,pop music,young,band",
Hubert und Staller: Season 4 // Hubert & Staller: Staffel 4,No,,1300000,801.0,7.6,"['Comedy', 'Crime', 'Drama']","fun,police car,idyllic setting,southern germany,german police",A show about two police officers from Wolfsrathausen who sometimes work a bit differently.
Hubert und Staller: Season 5 // Hubert & Staller: Staffel 5,No,,1300000,801.0,7.6,"['Comedy', 'Crime', 'Drama']","fun,police car,idyllic setting,southern germany,german police",A show about two police officers from Wolfsrathausen who sometimes work a bit differently.
Hubert und Staller: Season 6 // Hubert & Staller: Staffel 6,No,,1300000,801.0,7.6,"['Comedy', 'Crime', 'Drama']","fun,police car,idyllic setting,southern germany,german police",A show about two police officers from Wolfsrathausen who sometimes work a bit differently.
Hubert und Staller: Season 7 // Hubert & Staller: Staffel 7,No,,1300000,801.0,7.6,"['Comedy', 'Crime', 'Drama']","fun,police car,idyllic setting,southern germany,german police",A show about two police officers from Wolfsrathausen who sometimes work a bit differently.
